Rk,Pos,Name,Age,W,L,W-Lpct,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERAplus,FIP,WHIP,H9,HR9,BB9,SO9,SO-W,Name-additional
13,,Eduard Bazardo,28,2,0,1.000,4.88,23,0,15,0,0,0,27.2,20,15,15,2,9,0,33,0,0,3,108,76,2.70,1.048,6.5,0.7,2.9,10.7,3.67,bazared01
14,,Gabe Speier*,29,0,2,.000,5.70,29,0,3,0,0,0,23.2,19,15,15,2,14,1,33,2,0,1,104,65,3.51,1.394,7.2,0.8,5.3,12.5,2.36,speiega01
15,,JT Chargois,33,2,1,.667,2.75,21,0,2,0,0,0,19.2,9,6,6,3,6,0,18,2,0,0,75,136,4.54,0.763,4.1,1.4,2.7,8.2,3.00,chargjt01
16,,Troy Taylor,22,0,0,,3.72,21,0,8,0,0,1,19.1,15,8,8,4,7,0,25,0,0,2,81,100,4.36,1.138,7.0,1.9,3.3,11.6,3.57,taylotr01
17,,Cody Bolton,26,0,0,,4.34,17,0,5,0,0,0,18.2,18,11,9,3,9,0,17,0,0,0,83,86,4.88,1.446,8.7,1.4,4.3,8.2,1.89,boltoco01
18,,Mike Baumann,28,2,0,1.000,5.51,18,0,5,0,0,0,16.1,13,11,10,4,8,0,16,1,0,3,72,68,6.04,1.286,7.2,2.2,4.4,8.8,2.00,baumami01
19,,Tyson Miller,28,0,0,,3.09,9,0,2,0,0,0,11.2,8,5,4,2,1,0,12,1,0,0,45,123,3.85,0.771,6.2,1.5,0.8,9.3,12.00,millety01
20,,Kirby Snead*,29,0,0,,4.35,11,0,2,0,0,0,10.1,12,5,5,0,7,0,7,0,0,0,48,87,3.84,1.839,10.5,0.0,6.1,6.1,1.00,sneadki01
21,,Jhonathan Díaz*,27,0,1,.000,4.66,5,1,3,0,0,0,9.2,14,6,5,2,3,0,8,0,0,0,47,82,5.13,1.759,13.0,1.9,2.8,7.4,2.67,diazjh01
22,,Yimi García,33,0,0,,6.00,10,0,0,0,0,0,9.0,7,6,6,3,4,0,7,0,0,0,38,64,7.28,1.222,7.0,3.0,4.0,7.0,1.75,garciyi01
23,,Gregory Santos,24,0,1,.000,4.91,8,0,1,0,0,0,7.1,7,4,4,0,1,0,6,1,1,0,31,79,2.35,1.091,8.6,0.0,1.2,7.4,6.00,santogr01
24,,Brett de Geus,26,0,0,,2.70,4,0,3,0,0,0,3.1,4,1,1,0,0,0,2,2,1,0,14,153,3.77,1.200,10.8,0.0,0.0,5.4,,degeubr01
25,,Jonathan Hernández,27,0,0,,11.57,3,0,2,0,0,0,2.1,2,3,3,0,2,0,3,0,0,0,11,37,3.17,1.714,7.7,0.0,7.7,11.6,1.50,hernajo02
26,,Josh Rojas,30,0,0,,9.00,2,0,2,0,0,0,2.0,1,2,2,1,2,0,0,0,0,0,8,49,12.67,1.500,4.5,4.5,9.0,0.0,0.00,rojasjo01
27,,Leo Rivas,26,0,0,,0.00,2,0,2,0,0,0,2.0,2,1,0,0,0,0,0,0,0,0,9,,3.17,1.000,9.0,0.0,0.0,0.0,,rivasle01
28,,Matt Bowman,33,0,0,,13.50,1,0,0,0,0,0,0.2,1,1,1,1,1,0,0,0,0,0,4,44,27.17,3.000,13.5,13.5,13.5,0.0,0.00,bowmama01
,,Team Totals,27.4,85,77,.525,3.49,162,162,161,1,0,34,1433.0,1174,607,556,183,369,16,1416,52,4,37,5801,106,3.73,1.077,7.4,1.1,2.3,8.9,3.84,-9999
,,Rank in 15 AL teams,,7,9,,1,,,,4,1,14,8,1,1,1,7,1,,4,,,,,,,,,,,,,-9999
