Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPSplus,TB,GDP,HBP,SH,SF,IBB,Name-additional
1,C,Jake Rogers,29,102,337,310,43,61,16,1,10,36,1,0,22,99,.197,.255,.352,.607,71,109,6,3,0,2,1,rogerja03
2,1B,Spencer Torkelson,24,92,381,342,45,75,21,1,10,37,0,0,33,105,.219,.295,.374,.669,89,128,6,4,0,1,0,torkesp01
3,2B,Colt Keith*,22,148,556,516,54,134,15,4,13,61,7,1,36,110,.260,.309,.380,.689,96,196,4,2,0,2,2,keithco01
4,SS,Javier Báez,31,80,289,272,25,50,12,0,6,37,8,1,12,69,.184,.221,.294,.516,46,80,10,2,0,3,1,baezja01
5,3B,Gio Urshela,32,92,325,300,25,73,10,1,5,37,0,0,19,49,.243,.286,.333,.619,76,100,12,1,0,5,1,urshegi01
6,LF,Riley Greene*,23,137,584,512,82,134,27,6,24,74,4,2,64,156,.262,.348,.479,.827,133,245,2,5,0,2,3,greenri03
7,CF,Parker Meadows*,24,82,298,270,39,66,12,6,9,28,9,4,25,76,.244,.310,.433,.743,109,117,0,1,1,1,0,meadopa01
8,RF,Wenceel Pérez#,24,112,425,389,51,94,16,6,9,37,9,5,32,92,.242,.300,.383,.683,93,149,5,1,2,1,0,perezwe01
9,DH,Justyn-Henry Malloy,24,71,230,202,18,41,7,1,8,21,1,1,23,85,.203,.291,.366,.658,86,74,2,3,0,2,0,malloju02
10,UT,Matt Vierling,27,144,567,518,80,133,28,5,16,57,6,1,41,121,.257,.312,.423,.735,107,219,9,3,0,5,1,vierlma01
11,UT,Mark Canha,35,93,377,320,42,74,17,0,7,38,4,0,42,79,.231,.337,.350,.687,97,112,9,11,0,4,2,canhama01
12,IF,Zach McKinstry*,29,118,325,297,32,64,14,5,4,23,16,0,24,69,.215,.277,.337,.614,74,100,3,2,0,2,0,mckinza01
13,DH,Kerry Carpenter*,26,87,296,264,37,75,16,5,18,57,0,2,22,75,.284,.345,.587,.932,159,155,5,4,0,3,1,carpeke01
14,2B,Andy Ibáñez,31,99,244,224,30,54,9,1,5,32,2,3,15,63,.241,.295,.357,.652,85,80,2,3,0,2,0,ibanean01
15,C,Carson Kelly,29,60,203,179,21,43,4,1,7,29,0,0,17,40,.240,.325,.391,.716,104,70,3,6,0,1,0,kellyca02
16,SS,Trey Sweeney*,24,36,119,110,11,24,5,0,4,17,2,0,7,32,.218,.269,.373,.642,81,41,3,1,0,1,0,sweentr01
17,3B,Jace Jung*,23,34,94,79,14,19,5,0,0,3,0,1,15,29,.241,.362,.304,.665,93,24,3,0,0,0,0,jungja01
18,C,Dillon Dingler,25,27,87,84,2,14,5,2,1,11,0,0,3,30,.167,.195,.310,.505,41,26,2,0,0,0,0,dingldi01
19,LF,Akil Baddoo*,25,31,82,73,7,10,2,2,2,5,1,0,8,27,.137,.220,.301,.521,47,22,0,0,0,1,0,baddoak01
20,1B,Bligh Madris*,28,21,75,67,8,18,3,0,1,5,0,0,6,20,.269,.324,.358,.683,95,24,0,0,0,1,0,madribl01
21,SS,Ryan Kreidler,26,35,65,59,9,7,0,0,1,2,5,3,6,19,.119,.200,.169,.369,7,10,2,0,0,0,0,kreidry01
22,OF,Ryan Vilade,25,17,49,45,5,8,0,0,1,5,0,0,2,12,.178,.208,.244,.453,29,11,2,0,1,1,0,viladry01
